bus_name,address,city,state,tax_year,revenue,explanation
NEW DAY COMMUNITY DENTAL CLINIC,1201 SE TECH CENTER DRIVE,VANCOUVER,WA,2012,856857,"EARLY IN 2012 EMPLOYEE FRAUD WAS DISCOVERED, WHICH PRIMARILY OCCURRED IN THE PRIOR YEAR, RESULTING IN AN IDENTIFIED LOSS OF $41,652 AS VERIFIED BY A FORENSIC AUDIT DONE BY A THIRD PARTY. THIS REPORT WAS SUBMITTED TO THE ORGANIZATION'S INSURANCE CARRIER WHO AGREED WITH THE FINDINGS AND PAID NEW DAY COMMUNITY DENTAL CLINIC $25,000 FOR COVERAGE UP TO THE POLICY'S ALLOWANCE FOR THIS TYPE OF EVENT.THE ORGANIZATION HAS SINCE IMPLEMENTED STRINGENT INTERNAL CONTROLS AND HIRED EXTERNAL AUDITORS TO HAVE ITS RECORDS AUDITED."
NORTHWEST CHINESE SCHOOL,515 116TH AVENUE NE ROOM/SUITE 228,BELLEVUE,WA,2009,694500,NA. (NOTE: THE ORGANIZATION REPORTED ELSEWHERE ON THE SAME FORM THAT IT SUFFERED A SIGNIFICANT DIVERSION OF ASSETS.)
NORTHWEST YACHT BROKERS ASSOCIATION,901 FAIRVIEW AVE N SUITE A-190,SEATTLE,WA,2012,982527,"AN EMPLOYEE WITH ACCESS TO THE BOOKS AND RECORDS EMBEZZLED MONEY FROM THE ORGANIZATION. THE APPROXIMATE LOSS TO THE ORGANIZATION WAS $191,000. UPON DISCOVERY OF THE DIVERSION OF ASSETS, THE ORGANIZATION TERMINATED THE EMPLOYEE AND EMPLOYED THE SERVICES OF A CPA TO AID IN DETERMINING THE AMOUNT OF LOSS. IN ADDITION TO THE CORRECTIVE ACTION TAKEN, THE ORGANIZATION IS IMPLEMENTING CONTROLS TO REDUCE THE RISK OF FRAUD LOSS IN FUTURE YEARS."
OFFICE & PROFESSIONAL EMPLOYEES LOCAL 11 (OPEIU),3815 COLUMBIA STREET,VANCOUVER,WA,2010,975071,"IN 2010, OPEIU LOCAL 11 BECAME AWARE THAT THEIR REAL ESTATE ATTORNEY HAD STOLEN APPROXIMATELY 40,000 WHICH WAS HELD IN TRUST FOR THE PURCHASE OF A NEW OFFICE BUILDING. LOCAL 11 SUED THE ATTORNEY AND HOPES TO RECOVER STOLEN FUNDS AFTER THE ATTORNEY HAS SERVED A PRISON TERM OF 60 MONTHS."
OUR SCHOOL OF GIG HARBOR,6820 32ND ST NW,GIG HARBOR,WA,2013,1157063,"IN LATE OCTOBER, 2013, THE ACADEMY BECAME AWARE OF MISAPPROPRIATION BY ONE OF ITS EMPLOYEES. IT IS BELIEVED THAT THE EMPLOYEE TOOK BOTH FUNDS AND CONFIDENTIAL PERSONAL INFORMATION OF EMPLOYEES AND DONORS OF THE ACADEMY. THE ACADEMY WORKED WITH LAW ENFORCEMENT, ITS INSURANCE COMPANY, AND OTHERS TO IDENTIFY THE EXTENT OF THE FRAUD AND MINIMIZE THE DAMAGE."
PACIFIC CHRISTIAN ACADEMY,33645 20TH AVE S,FEDERAL WAY,WA,2013,2235262,"DURING FISCAL YEAR 2014, THE SCHOOL DISCOVERED THEY HAD A MISAPPROPRIATION OF ASSETS. AS A RESULT, THE SCHOOL WAS AWARDED AN INSURANCE CLAIM OF 36,000 AS A SETTLEMENT FOR THE RELATED LOSS WHICH COVERED THE IDENTIFIED LOSS. THE AMOUNT IS A RECEIVABLE AT YEAR END. THE EMPLOYEE IDENTIFIED AS TAKING THE FUNDS WAS TERMINATED AND NEW PROCESSES ARE IN PLACE AND IMPLEMENTED TO PREVENT ANY POTENTIAL FRAUDULENT ACTIVITIES."
PARTICULAR COUNCIL OF TACOMA SOCIETY OF ST VINCENT DE PAUL DISTRICT COUNCIL,4009 S 56TH ST,TACOMA,WA,2012,1419073,"DURING THE YEAR, IT WAS DISCOVERED THAT APPROXIMATELY $635,000 WAS EMBEZZELED OVER A 10-YEAR PERIOD INVOLVING MULTIPLE PERSONS. THE FRAUD LOSS HAS BEEN BOOKED IN THE CURRENT YEAR. NO RECEIVABLES TO RECOGNIZE POTENTIAL RECOVERY OF FUNDS HAVE BEEN RECORDED AT THIS TIME AS THE INVESTIGATION IS STILL UNDERWAY AS OF THE DATE THE 9/30/13 FORM 990 WAS FILED."
PARTICULAR COUNCIL OF TACOMA SOCIETY OF ST VINCENT DE PAUL DISTRICT COUNCIL,4009 S 56TH ST,TACOMA,WA,2012,2082634,"DURING THE YEAR, IT WAS DISCOVERED THAT APPROXIMATELY $635,000 WAS EMBEZZLED OVER A 10-YEAR PERIOD INVOLVING MULTIPLE PERSONS. THE FRAUD LOSS HAS BEEN BOOKED IN THE CURRENT YEAR. NO RECEIVABLES TO RECOGNIZE POTENTIAL RECOVERY OF FUNDS HAVE BEEN RECORDED AT THIS TIME AS THE INVESTIGATION IS STILL UNDERWAY AS OF THE DATE THE 9/30/13 FORM 990 WAS FILED."
PUGET SOUND COOPERATIVE CREDIT UNION,PO BOX 97034,BELLEVUE,WA,2010,2171212,"WE BECAME AWARE OF AN EMPLOYEE EMBEZZLEMENT TOTALING APPROXIMATELY $68,000. THE EMPLOYEE WAS FIRED AND RETURNED THE WHOLE AMOUNT PLUS AUDIT INVESTIGATION CHARGES AND INTEREST PRIOR TO THE END OF 2010."
ROOSEVELT WATER ASSOCIATION INC,PO BOX 345,SNOHOMISH,WA,2013,1267805,DURING THE YEAR IT WAS DETERMINED THAT AN EMPLOYEE HAD DIVERTED A SIGNIFICANT AMOUNT OF THE ORGANIZATION'S ASSETS. ALL OPPORTUNITIES TO RECOVER ASSETS WERE UTILIZED RESULTING IN A SIGNIFICANT RECOVERY OF THE ORGANIZATION'S ASSETS IN THE CURRENT YEAR.
SAE ALUMNI HOUSE MANAGEMENT ASSOCIATION,PO BOX 85685,SEATTLE,WA,2010,144813,"NATURE OF DIVERSION:IN JUNE OF 2011 IT WAS DISCOVERED THAT A MEMBER OF THE GOVERNING BODY HAD MADE IMPROPER DIVERSIONS OF ASSETS FOR PERSONAL BENEFIT. THREE SERIES OF PERSONAL LOANS WERE MADE FROM THE OPERATING ACCOUNT OF THE ORGANIZATION DIRECTLY TO THE BOARD MEMBER.AMOUNTS INVOLVED: FEBRUARY-APRIL 2006: $7,000 MARCH 2008: $7,000 OCTOBER 2009-JANUARY 2010: $5,700 CORRECTIVE ACTIONS:THE UNAUTHORIZED LOANS WERE REPAID. THE BOARD MEMBER WAS REMOVED FROM BOTH HIS OFFICE AND THE BOARD FOR CAUSE. A SELF-AUDIT OF THE BOOKS WAS CONDUCTED IMMEDIATELY FOLLOWING HIS REMOVAL TO VERIFY ALL WRONGFULLY DIVERTED FUNDS HAD BEEN REPAID. THIS PROCESS WAS CONCLUDED IN NOVEMBER, 2011. MEASURES WERE THEN PUT IN PLACE TO ASSURE QUARTERLY FINANCIAL REPORTS ARE PRESENTED TO THE BOARD, AND ANNUAL REPORTS TO THE ORGANIZATION'S MEMBERS."
SENIOR SERVICES (AGENCY EXCLUDING SENIOR CENTERS),2208 SECOND AVENUE,SEATTLE,WA,2010,10036442,"A PROGRAM MANAGER ISSUED CHECKS TOTALING APPROXIMATELY $90,000 TO A FICTITIOUS SUBCONTRACTOR FOR ALLEGED HOME REPAIRS AND MOVING SERVICES FOR FAMILIES IN THE KINSHIP CAREGIVER PROGRAM."
SKAGIT RECOVERY CENTER,1905 CONTINENTAL PLACE,MOUNT VERNON,WA,2013,2898778,"THE ORGANIZATION DISCOVERED THAT THERE WAS AN EMBEZZLEMENT COMMITTED BY THE ACCOUNTS RECEIVABLE MANAGER RESULTING IN A DIVERSION OF CASH IN THE APPROXIMATE AMOUNT OF $43,195. THE EMPLOYEE WAS TERMINATED AND PROSECUTED. ALTHOUGH THERE WERE INTERNAL CONTROLS IN PLACE, MORE ADVANCED CONTROLS HAVE BEEN IMPLEMENTED."
SKILS'KIN,4004 E BOONE AVE,SPOKANE,WA,2012,13390537,"IN FEBRUARY 2013, THE ORGANIZATION LEARNED OF AN EMPLOYEE EMBEZZLEMENT IN ITS PAYEE SERVICE PROGRAM. THE INVESTIGATION HAS IDENTIFIED THE CUMULATIVE TOTAL OF THE LOSSES AT APPROXIMATELY $706,208 WITH THE EMBEZZLEMENT BEGINNING IN OCTOBER 2008 AND CONTINUING THROUGH FEBRUARY 2013. THE ESTIMATED CUMULATIVE TOTAL THROUGH SEPTEMBER 30, 2012 WAS $570,280 AND THE REMAINING $135,928 LOSS OCCURRED DURING THE CURRENT YEAR ENDING SEPTEMBER 30, 2013. THE ORGANIZATION HAS ADEQUATE INSURANCE COVERAGE AND HAS RECOVERED $701,208 AFTER THE DEDUCTIBLE. THE ESTIMATED OUT OF POCKET COSTS INCURRED RELATED TO THIS EMBEZZLEMENT WERE $83,729."
THE YMCA OF SOUTHWEST WASHINGTON,PO BOX 698,LONGVIEW,WA,2012,1232559,"IN LATE 2012, THE ORGANIZATION IDENTIFIED FRAUDULENT ACTIVITY PERPETRATED BY THE FINANCE DIRECTOR. THE EXTENT OF THE FRAUD HAS BEEN DETERMINED TO EXCEED 500,000 IN MISAPPROPRIATED FUNDS THAT INCURRED OVER A SEVEN YEAR PERIOD. A DECEMBER 2013 COURT ORDER HAS BEEN SIGNED WHICH THE PROSECUTING ATTORNEY AND THE DEFENDANT HAVE AGREED TO A RESTITUTION AMOUNT OF 500,000. THE FRAUD PRIMARILY INCLUDED MISAPPROPRIATION OF MEMBERSHIP DUES AND RETIREMENT FUND PAYMENTS AND HAS BEEN REPORTED ON THIS RETURN AS A CORRECTION OF AN ERROR. THEREFORE INCOME AND RETIREMENT EXPENSES HAVE BEEN ADJUSTED FOR 2013 FYE FOR 45,993 AND THE CUMULATIVE EFFECT OF THE FRAUD ACTIVITY PRIOR TO 2013 IS REPORTED AS A PRIOR PERIOD ADJUSTMENT AT THE BEGINNING OF 2013 FY NET OF AN AMOUNT CONSIDERED UNCOLLECTIBLE. THE PRIOR PERIOD ADJUSTMENT TOTALED 261,412 AND IS RELATED TO THIS FRAUD RECOVERY. INSURANCE FOR EMPLOYEE THEFT OF 100,000 HAS REIMBURSED THE ORGANIZATION FOR PORTIONS OF THE LOSS PLUS THE COURT ORDER DIRECTED THE DEFENDANT, AS RESTITUTION, TO PAY ALL OF HER PORTABLE RETIREMENT FUNDS HELD BY THE NATIONAL YMCA RETIREMENT PLAN. THIS DEFENDANT RESTITUTION PAYMENT WAS 207,405 BRINGING THE TOTAL RECOVERY REIMBURSEMENT TO 307,405. SIGNIFICANT INTERNAL CONTROLS HAVE BEEN IMPLEMENTED TO INSURE THIS IS NOT REPEATED. SEPARATION OF THE FINANCIAL STATEMENT REPORTING FUNCTION FROM AND THE DEPOSIT OF INCOME RECEIPTS IS THE MOST SIGNIFICANT CHANGE MADE."
UNITED POWER TRADES ORGANIZATION,PO BOX 4729,WEST RICHLAND,WA,2012,271094,"UNAUTHORIZED CREDIT CARD ADVANCES OF $32,584 WERE DISCOVERED DURING THE YEAR. $28,110 WAS REPAID. $4,474 IS UNCOLLECTIBLE AND HAS BEEN EXPENSED IN THE CURRENT YEAR."
WASHINGTON COUNCIL AMERICAN INSTITUTE OF ARCHITECTS,724 COLUMBIA STREET NW NO 130,OLYMPIA,WA,2012,519500,"IN JULY 2013, THE ORGANIZATION'S TAX PREPARER DISCOVERED SOME FINANCIAL DISCREPANCIES WHILE REVIEWING INFORMATION TO PREPARE THE 2012 FORM 990. FURTHER INVESTIGATION REVEALED THAT AN EMPLOYEE HAD WRITTEN UNAUTHORIZED CHECKS TO HERSELF IN 2012 AND 2013 AND HAD THE ORGANIZATION PAY FOR HEALTH INSURANCE BENEFITS SHE WAS REQUIRED TO REIMBURSE THE ORGANIZATION FOR, BUT FAILED TO DO SO. THE ORGANIZATION TERMINATED THE EMPLOYEE IMMEDIATELY UPON DISCOVERING THE THEFT. THE ORGANIZATION HAS WORKED WITH ITS TAX PREPARER TO IDENTIFY THE EXTENT OF THEFT AND HOW TO ESTABLISH RECOMMENDED ACCOUNTING PRACTICES TO PREVENT THEFT IN THE FUTURE. AT THE TIME OF FILING THIS RETURN, AN ESTIMATED $76,540 OF SUSPECTED THEFT FOR 2012 HAS BEEN IDENTIFIED. THIS HAS BEEN CLASSIFIED ON THE BALANCE SHEET AS RESTITUTION RECEIVABLE, AND DOES NOT INCLUDE THE ESTIMATED THEFT THAT OCCURRED IN 2013. THE ORGANIZATION IS CURRENTLY IN THE PROCESS OF PURSUING BOTH CRIMINAL AND CIVIL CHARGES AGAINST THE EMPLOYEE. THE ORGANIZATION CANNOT DETERMINE AT THIS TIME THE AMOUNT IT EXPECTS TO RECOVER FROM THE EMPLOYEE, IF ANY."
WASHINGTON COUNCIL AMERICAN INSTITUTE OF ARCHITECTS,724 COLUMBIA STREET NW NO 130,OLYMPIA,WA,2013,546148,"IN JULY 2013, THE ORGANIZATION'S TAX PREPARER DISCOVERED SOME FINANCIAL DISCREPANCIES WHILE REVIEWING INFORMATION TO PREPARE THE 2012 FORM 990. FURTHER INVESTIGATION REVEALED THAT AN EMPLOYEE HAD WRITTEN UNAUTHORIZED CHECKS TO HERSELF IN 2012 AND 2013 AND HAD THE ORGANIZATION PAY FOR HEALTH INSURANCE BENEFITS SHE WAS REQUIRED TO REIMBURSE THE ORGANIZATION FOR, BUT FAILED TO DO SO. THE ORGANIZATION TERMINATED THE EMPLOYEE IMMEDIATELY UPON DISCOVERING THE THEFT. THE ORGANIZATION HAS WORKED WITH ITS TAX PREPARER TO IDENTIFY THE EXTENT OF THEFT AND HOW TO ESTABLISH RECOMMENDED ACCOUNTING PRACTICES TO PREVENT THEFT IN THE FUTURE. AT THE TIME OF FILING THIS RETURN, AN ESTIMATED $120,700 OF SUSPECTED THEFT FOR 2012 AND 2013 HAS BEEN IDENTIFIED. $18,229 OF THIS AMOUNT HAS BEEN CLASSIFIED ON THE BALANCE SHEET AS RESTITUTION RECEIVABLE, AND THE REMAINDER IS A THEFT LOSS. THE ORGANIZATION IS CURRENTLY IN THE PROCESS OF PURSUING BOTH CRIMINAL AND CIVIL CHARGES AGAINST THE EMPLOYEE. THE ORGANIZATION CANNOT DETERMINE AT THIS TIME THE AMOUNT IT EXPECTS TO RECOVER FROM THE EMPLOYEE, IF ANY."
WASHINGTON RURAL ELECTRIC COOPERATIVE ASSOCIATION,1050 CAPITOL WAY SOUTH,OLYMPIA,WA,2011,338654,"IT WAS DISCOVERED THAT THE BOOKKEEPER OF THE ASSOCIATION, AN INDEPENDENT CONTRACTOR, ALLEGEDLY MISAPPROPRIATED APPROXIMATELY $38,927 DURING 2011 AND $14,508 DURING 2010. CORRECTIVE AND PREVENTATIVE ACTION HAS BEEN TAKEN AND THE ASSOCIATION HAS RECOVERED THE LOSSES THROUGH THEIR INSURANCE COMPANY."
WASHINGTON STATE ASSOCIATION OF COUNTY OFFICIALS,206 - 10TH AVENUE SE,OLYMPIA,WA,2010,946498,"THE ORGANIZATION BECAME AWARE IN JULY OF 2011 OF A POTENTIAL MATERIAL DIVERSION OF ASSETS. IT IMMEDIATELY SELF-REPORTED THE INCIDENT TO THE WASHINGTON STATE AUDITOR'S OFFICE. WACO SUSPECTS THAT FORMER EMPLOYEE(S) DIVERTED MONEY FROM THE ORGANIZATION OVER MULTIPLE YEARS. THE INCIDENT IS UNDER INVESTIGATION AND A FINAL DETERMINATION OF THE AMOUNT DIVERTED HAS YET TO BE QUANTIFIED AT THE TIME OF THIS RETURN'S FILING. THE ORGANIZATION HAS BROUGHT IN OUTSIDE ASSISTANCE, INCLUDING THE WASHINGTON STATE AUDITOR'S OFFICE AND THE OLYMPIA POLICE DEPARTMENT TO THOROUGHLY INVESTIGATE ITS ACCOUNTING RECORDS FOR BOTH CURRENT AND PRIOR YEARS. WACO ANTICIPATES THAT THE THURSTON COUNTY PROSECUTING ATTORNEY'S OFFICE WILL FILE CHARGES IN THE COMING MONTHS. ADDITIONALLY, THE ORGANIZATION HAS REVIEWED ITS POLICIES AND PROCEDURES TO PREVENT FUTURE INCIDENTS FROM OCCURRING."
WASHINGTON STATE ASSOCIATION OF COUNTY OFFICIALS,206 - 10TH AVENUE SE,OLYMPIA,WA,2011,804849,"THE ORGANIZATION BECAME AWARE IN JULY OF 2011 OF A POTENTIAL MATERIAL DIVERSION OF ASSETS. IT IMMEDIATELY SELF-REPORTED THE INCIDENT TO THE WASHINGTON STATE AUDITOR'S OFFICE AND, IN COORDINATION WITH THE WASHINGTON STATE AUDITOR'S OFFICE, REPORTED THE INCIDENT TO LOCAL LAW ENFORCEMENT. THE WASHINGTON STATE AUDITOR'S OFFICE AND THE OLYMPIA POLICE DEPARTMENT EACH CONDUCTED INVESTIGATIONS INTO THE MATTER. THE STATE AUDITOR'S FRAUD INVESTIGATION REPORT INDICATED THAT THE FORMER FINANCIAL OPERATIONS MANAGER WROTE UNAUTHORIZED CHECKS TO HERSELF AND THEN MANIPULATED THE ORGANIZATION'S FINANCIAL SOFTWARE TO AVOID DETECTION. THE STATE AUDITOR'S REPORT INDICATED THAT $67,086 IN ORGANIZATION FUNDS WERE TAKEN IN THIS MANNER, WITH AN ADDITIONAL $6,000 FROM A SCHOLARSHIP FUND THAT THE ORGANIZATION MANAGES. THE OLYMPIA POLICE DEPARTMENT INVESTIGATION RESULTED IN THE REFERRAL OF FELONY CRIMINAL CHARGES AGAINST THE FORMER FINANCIAL OPERATIONS MANAGER. THE FORMER WACO FINANCIAL OPERATIONS MANAGER HAS SINCE BEEN CHARGED WITH TWO COUNTS OF 1ST DEGREE THEFT (EACH A CLASS B FELONY) AS A RESULT OF THE INCIDENT. THE CRIMINAL CASE IS CURRENTLY PENDING IN THURSTON COUNTY SUPERIOR COURT. IN COORDINATION WITH THE WASHINGTON STATE AUDITOR'S OFFICE, THE ORGANIZATION HAS REVIEWED AND STRENGTHENED ITS FINANCIAL OVERSIGHT AND INTERNAL CONTROLS, INCLUDING CONTRACTING WITH A CPA TO REGULARLY REVIEW THE ORGANIZATION'S FINANCES. THE ORGANIZATION WILL SOON BE SUBMITTING A WRITTEN VERSION OF ITS NEW FINANCIAL OVERSIGHT AND INTERNAL CONTROLS POLICY TO THE WASHINGTON STATE AUDITOR'S OFFICE FOR REVIEW AND FEEDBACK. THE NEXT REGULARLY SCHEDULED AUDIT OF THE ORGANIZATION'S FINANCES BY THE WASHINGTON STATE AUDITOR'S OFFICE IS SCHEDULED FOR THE FALL OF 2013 TO REVIEW FINANCIAL ACTIVITY THROUGH DECEMBER 31, 2012."
YOUNG WOMENS CHRISTIAN ASSOCIATION OF SEATTLE-KING COUNTY-SNOHOMISH COUNTY,1118 FIFTH AVENUE,SEATTLE,WA,2011,40574914,"IN JANUARY 2011, IT WAS DISCOVERED THAT $335,251 OF TENANT RENT PAYMENTS APPARENTLY HAD BEEN FRAUDULENTLY TAKEN OVER A NUMBER OF YEARS BY ONE OF THE ORGANIZATION'S EMPLOYEES. AS SOON AS THE ALLEGED THEFT WAS DISCOVERED, THE ORGANIZATION TERMINATED THE EMPLOYEE, NOTIFIED AND COOPERATED WITH LOCAL AUTHORITIES, AND REPORTED THE INCIDENT TO BOTH ITS EXECUTIVE COMMITTEE AND ITS AUDITORS. THE ORGANIZATION ALSO FILED A CLAIM WITH ITS INSURANCE COMPANY FOR REIMBURSEMENT OF THE MISSING RENT PAYMENTS. THAT CLAIM, LESS A $5,000 DEDUCTIBLE, WAS PAID IN EARLY 2012."
AUDI CAR CLUB OF NORTH AMERICA INC,W359N5920 BROWN ST NO 103,OCONOMOWOC,WI,2014,1327751,"IN 2014 THE ORGANIZATION WAS MADE AWARE THAT THERE HAD BEEN $43,773 EMBEZZLED BY A VOLUNTEER IN ONE OF THE CHAPTERS OVER THE COURSE OF MANY YEARS. CORRECTIVE ACTIONS INCLUDED COMPLETE REPAYMENT OF THE EMBEZZLED AMOUNT ALONG WITH A $1,000 ACCOUNTING FEE AND $2,500 IN LAWYER FEES. IN ADDITION, THE ORGANIZATION STRENGTHENED INTERNAL CONTROLS OVER FINANCIAL MANAGEMENT AND REPORTING IN RESPONSE TO THIS ACTION."
COMMUNITY BLOOD CENTER INC,4406 W SPENCER STREET,APPLETON,WI,2011,15905275,"IN APRIL 2011 AN EMBEZZLEMENT OF $485,000 BY THE ACCOUNTING SPECIALIST WAS DISCOVERED. SUBSEQUENTLY, SHE PLEADED NO CONTEST AND WAS SENTENCED TO PRISON FOR 5 YEARS. THE BLOOD CENTER RECOVERED $330,000 FROM INSURANCE PROCEEDS. WHEN THE EMBEZZLEMENT WAS DISCOVERED, THE BLOOD CENTER HIRED A FORENSIC AUDITOR TO REVIEW THE INTERNAL CONTROLS IN PLACE AND MAKE SUGGESTIONS TO SHORE UP AREAS THAT WERE VULNERABLE. THESE CHANGES HAVE BEEN MADE AND WE CONTINUE TO MONITOR OUR INTERNAL CONTROLS ON A REGULAR BASIS. IN ADDITION, WE PLAN TO HAVE AN INTERNAL CONTROL AUDIT ON A REGULAR BASIS GOING FORWARD."
DANE COUNTY CREDIT UNION,PO BOX 7994,MADISON,WI,2010,7290986,DURING 2010 IT WAS DISCOVERED THAT AN EMPLOYEE HAD DIVERTED 36000 BY MAKING LOAN ADVANCES TO FICTIOUS ACCOUNTS THE EMPLOYEE HAS BEEN TERMINATED AND LEGAL ACTION IS PENDING THE INTERNAL CONTROLS HAVE BEEN REVIEWED AND CHANGES SUCH AS CLOSER MONITORING OF THE FILE MAINTENANCE REPORT HAVE BEEN IMPLEMENTED
ENTERPRISE CREDIT UNION,15850 WEST BLUEMOUND RD,BROOKFIELD,WI,2016,1122548,"IN MARCH 2016 A DISCREPANCY WAS DISCOVERED IN THE SHARE DRAFT CLEARING GENERAL LEDGER ACCOUNT. FURTHER INVESTIGATION DETERMINED AN ACCOUNTING CLERK HAD EMBEZZLED 374,725 FROM THE CREDIT UNION. OUR BOND COMPANY REIMBURSED US FOR THE EMBEZZLED AMOUNT, LESS OUR DEDUCTIBLE. A FORMAL INTERNAL CONTROL AUDIT WAS COMPLETED AFTER THE THEFT WAS DISCOVERED AND SEVERAL ADDITIONAL MEASURES WERE PUT IN PLACE TO STRENGTHEN OUR INTERNAL CONTROLS. THE FORMER EMPLOYEE WAS CHARGED WITH FOUR COUNTS OF THEFT IN A BUSINESS SETTING. THE CRIMINAL CASE IS STILL IN PROCESS IN THE COURT SYSTEM AS OF APRIL 2017."
ETERNAL VISION INC,PO BOX 547,WATERTOWN,WI,2012,203155,"FUNDS FROM A PORTION OF A TEMPORARILY RESTRICTED ETERNAL VISION ACCOUNT INVESTED WITH A PROFESSIONAL INVESTMENT COMPANY WERE DIVERTED BY THE INVESTMENT COMPANYS INVESTMENT MANAGER. EV OFFICERS CONDUCTED DUE DILIGENCE TO INVESTIGATE WHAT ULTIMATELY WAS DETERMINED TO BE A LARGE-SCALE EMBEZZLEMENT OPERATION, COOPERATED WITH THE FBI AND U.S. ATTORNEY IN THE PROSECUTION AND CONVICTION OF THE THIEF, AND PURSUED ALL REASONABLE MEANS OF RECOVERY. NO EV OFFICERS OR EMPLOYEES WERE IMPLICATED IN THE DIVERSION. A SMALL AMOUNT 12,921 WAS RECOVERED WITHIN THE FIRST MONTH OF DISCOVERY. THE EXTENT OF THE FRAUD AND THE SHEER NUMBER OF OTHER VICTIMS IN COMBINATION WITH THE LACK OF ANY TANGIBLE ASSETS TO SECURE LOSSES MAKES FURTHER RECOVERY IMPROBABLE. THE TOTAL LOSS ATTRIBUTED TO THE DIVERSION WAS 287,079."
INSULATORS & ALLIED WORKERS LOCAL 127,PO BOX 185,CLINTONVILLE,WI,2014,535725,"UNAUTHORIZED DISBURSEMENTS WERE TRANSACTED BY THE BUSINESS MANAGER TOTALING $66,606. UPON DISCOVERY OF THE EMBEZZLEMENT IN FEBRUARY 2015, THE BUSINESS MANAGER'S EMPLOYMENT WAS TERMINATED AND THE ORGANIZATION WAS PLACED INTO TRUSTEESHIP AND BEING SUPERVISED BY THE INTERNATIONAL OFFICE. THE TRUSTEE IS MARK SELBY. THE ORGANIZATION IS WORKING TO RECOVER THE DIVERTED FUNDS AND HAS RECORDED THE $66,606 AS AN OTHER ASSET ON PART X, LINE 15"
KAUKAUNA KINDER HAUS INC,1015 W WISCONSIN AVE,KAUKAUNA,WI,2011,490672,"AROUND NOVEMBER 2011 CONCERNS AROSE AT KAUKAUNA KINDER HAUS DAY CARE (KINDER HAUS) REGARDING THE CENTERS FINANCIAL POSITION. THERE WERE SUSPICIONS THE DIRECTOR WAS COMMITTING FRAUDULENT ACTS. THE KINDER HAUS BOARD MET ON NOVEMBER 27, 2011 TO DISCUSS THE MATTER. A MEETING WAS HELD WITH KAREN VERHAGEN, THE DIRECTOR, TO DISCUSS THE CONCERNS OF THE BOARD REGARDING THE FINANCIAL STATUS OF KINDER HAUS. AFTER THE MEETING, INQUIRIES CONTINUED TO OCCUR AND ULTIMATELY RESULTED IN KAREN VERHAGEN BEING PUT ON AN UNPAID LEAVE OF ABSENCE ON DECEMBER 11, 2011. AN INTERNAL AUDIT OF THE FINANCIAL RECORDS PURSUED. ON DECEMBER 13, 2011 A CRIMINAL CASE AGAINST KAREN VERHAGEN WAS FILED. ON DECEMBER 15, 2011 KAREN VERHAGEN CONFESSED TO USING KINDER HAUS MONEY FOR PERSONAL EXPENSES, CELL PHONE BILLS, STUDENT LOANS ETC. ON DECEMBER 20, 2011 KAREN VERHAGEN RECEIVED A CERTIFIED LETTER TERMINATING HER EMPLOYMENT FROM KINDER HAUS. AS OF THE DATE OF THIS FILING, THE CASE HAS BEEN SETTLED. DURING FEBRUARY 2012 A NEW DIRECTOR WAS HIRED. ON MAY 30, 2012 NEW BOARD MEMBERS FOR KINDER HAUS WERE SWORN IN. ON MAY 31, 2012, THE DIRECTOR TENDERED HER RESIGNATION. ONCE AGAIN, QUESTIONS OVER ACTIVITIES AND FINANCIAL STATUS AROSE. SARA LAHM WAS INSTALLED AS THE BOARD TREASURER FOR KINDER HAUS ON JUNE 4, 2012. AS A LICENSED CPA AND TREASURER FOR KINDER HAUS, SHE BEGAN INVESTIGATING TRANSACTIONS AND FOUND SEVERAL INCONSISTENCIES. JULY 1, 2012 A NEW DIRECTOR WAS HIRED. SHE HAS BEEN WORKING WITH HER, OTHER BOARD MEMBERS, AND PARENT VOLUNTEERS TO GET THE CENTER RECORDS AND FINANCES IN ORDER. BASED ON DOCUMENTATION AVAILABLE, WE HAVE BEEN UNABLE TO VALIDATE THE ACCURACY OF THE FINANCIAL RECORDS PRIOR TO JUNE 30, 2012. THE BOARD HAS IMPLEMENTED NEW PROCEDURES AND POLICIES TO ENSURE THAT ACCURATE FINANCIAL RECORDS ARE PREPARED FOR THE NEW FISCAL YEAR WHICH BEGAN JULY 1, 2012."
MADISON TURNERS INC,3001 S STOUGHTON RD,MADISON,WI,2015,459993,MISUSE OF ORGANIZATION CREDIT CARD BY A FORMER EMPLOYEE WAS DISCOVERED. THESE FUNDS WERE COVERED BY THE ORGANIZATIONS INSURANCE POLICY.
